"ecoregion_id","ecoregion","realm","biome"
"AT0725","Zambezian and Mopane woodlands","Afrotropics","Tropical and subtropical grasslands, savannas, and shrublands"
"NT0703","Campos Rupestres montane savanna","Neotropical","Tropical and subtropical grasslands, savannas, and shrublands"
"AT0717","Southern Africa bushveld","Afrotropics","Tropical and subtropical grasslands, savannas, and shrublands"
"AT0726","Zambezian Baikiaea woodlands","Afrotropics","Tropical and subtropical grasslands, savannas, and shrublands"
"NA0808","Montana Valley and Foothill grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0809","Nebraska Sand Hills mixed grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0803","Central Anatolian steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0804","Central forest-grasslands transition","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0805","Central tall grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"AA0803","Southeast Australia temperate savanna","Australasia","Temperate Grasslands, Savannas, and Shrublands"
"PA0801","Alai-Western Tian Shan steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0802","Altai steppe and semi-desert","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"NT0801","Espinal","Neotropical","Temperate Grasslands, Savannas, and Shrublands"
"PA0812","Middle East steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0804","Daurian forest steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0802","Canadian Aspen forests and parklands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0803","Central and Southern mixed grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"NT0802","Low Monte","Neotropical","Temperate Grasslands, Savannas, and Shrublands"
"PA0808","Gissaro-Alai open woodlands","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0807","Flint Hills tall grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0806","Edwards Plateau savanna","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0811","Kazakh upland","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0814","Pontic steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"NT0803","Humid Pampas","Neotropical","Temperate Grasslands, Savannas, and Shrublands"
"AA0802","Eastern Australia mulga shrublands","Australasia","Temperate Grasslands, Savannas, and Shrublands"
"PA0813","Mongolian-Manchurian grassland","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0807","Faroe Islands boreal grasslands","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"AA0801","Cantebury-Otago tussock grasslands","Australasia","Temperate Grasslands, Savannas, and Shrublands"
"NA0801","California Central Valley grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0806","Emin Valley steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0810","Kazakh steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0813","Palouse grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"AT0803","Tristan Da Cunha-Gough Islands shrub and grasslands","Afrotropics","Temperate Grasslands, Savannas, and Shrublands"
"PA0809","Kazakh forest steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0805","Eastern Anatolian montane steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0817","South Siberian forest steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0810","Northern mixed grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"NT0805","Patagonian steppe","Neotropical","Temperate Grasslands, Savannas, and Shrublands"
"NA0811","Northern short grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0816","Selenge-Orkhon forest steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0814","Texas blackland prairies","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0815","Western short grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"AT0802","Amsterdam and Saint-Paul Islands temperate grasslands","Afrotropics","Temperate Grasslands, Savannas, and Shrublands"
"PA0818","Tian Shan foothill arid steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"NA0812","Northern tall grasslands","Nearctic","Temperate Grasslands, Savannas, and Shrublands"
"PA0815","Sayan Intermontane steppe","Palaearctic","Temperate Grasslands, Savannas, and Shrublands"
"AT0801","Al Hajar montane woodlands","Afrotropics","Temperate Grasslands, Savannas, and Shrublands"
"NT0906","Orinoco wetlands","Neotropical","Flooded Grasslands and Savannas"
"NT0909","Southern Cone Mesopotamian savanna","Neotropical","Flooded Grasslands and Savannas"
"PA0906","Tigris-Euphrates alluvial salt marsh","Palaearctic","Flooded Grasslands and Savannas"
"AT0906","Zambezian coastal flooded savanna","Afrotropics","Flooded Grasslands and Savannas"
"NT0905","Guayaquil flooded grasslands","Neotropical","Flooded Grasslands and Savannas"
"PA0908","Yellow Sea saline meadow","Palaearctic","Flooded Grasslands and Savannas"
"NT0908","Paranß flooded savanna","Neotropical","Flooded Grasslands and Savannas"
"PA0905","Saharan halophytics","Palaearctic","Flooded Grasslands and Savannas"
"AT0905","Saharan flooded grasslands","Afrotropics","Flooded Grasslands and Savannas"
"PA0907","Suiphun-Khanka meadows and forest meadows","Palaearctic","Flooded Grasslands and Savannas"
"IM0901","Rann of Kutch seasonal salt marsh","Indo-Malay","Flooded Grasslands and Savannas"
"AT0904","Lake Chad flooded savanna","Afrotropics","Flooded Grasslands and Savannas"
"PA0904","Nile Delta flooded savanna","Palaearctic","Flooded Grasslands and Savannas"
"AT0907","Zambezian flooded grasslands","Afrotropics","Flooded Grasslands and Savannas"
"AT0908","Zambezian halophytics","Afrotropics","Flooded Grasslands and Savannas"
"AT0903","Inner Niger Delta flooded savanna","Afrotropics","Flooded Grasslands and Savannas"
"PA0903","Nenjiang River grassland","Palaearctic","Flooded Grasslands and Savannas"
"NT0904","Everglades","Neotropical","Flooded Grasslands and Savannas"
"NT0907","Pantanal","Neotropical","Flooded Grasslands and Savannas"
"PA0902","Bohai Sea saline meadow","Palaearctic","Flooded Grasslands and Savannas"
"AT0902","Etosha Pan halophytics","Afrotropics","Flooded Grasslands and Savannas"
"NT0903","Enriquillo wetlands","Neotropical","Flooded Grasslands and Savannas"
"AT0901","East African halophytics","Afrotropics","Flooded Grasslands and Savannas"
"NT0902","Cuban wetlands","Neotropical","Flooded Grasslands and Savannas"
"PA0901","Amur meadow steppe","Palaearctic","Flooded Grasslands and Savannas"
"NT1002","Central Andean puna","Neotropical","Montane Grasslands and Shrublands"
"NT1004","Cordillera Central pßramo","Neotropical","Montane Grasslands and Shrublands"
"NT1003","Central Andean wet puna","Neotropical","Montane Grasslands and Shrublands"
"AT1005","East African montane moorlands","Afrotropics","Montane Grasslands and Shrublands"
"PA1012","Northwestern Himalayan alpine shrub and meadows","Palaearctic","Montane Grasslands and Shrublands"
"NT1001","Central Andean dry puna","Neotropical","Montane Grasslands and Shrublands"
"NT1005","Cordillera de Merida pßramo","Neotropical","Montane Grasslands and Shrublands"
"PA1019","Tian Shan montane steppe and meadows","Palaearctic","Montane Grasslands and Shrublands"
"AT1006","Eastern Zimbabwe montane forest-grassland mosaic","Afrotropics","Montane Grasslands and Shrublands"
"AT1004","Drakensberg montane grasslands, woodlands and forests","Afrotropics","Montane Grasslands and Shrublands"
"AA1001","Australian Alps montane grasslands","Australasia","Montane Grasslands and Shrublands"
"AA1003","South Island montane grasslands","Australasia","Montane Grasslands and Shrublands"
"PA1021","Western Himalayan alpine shrub and meadows","Palaearctic","Montane Grasslands and Shrublands"
"AT1001","Angolan montane forest-grassland mosaic","Afrotropics","Montane Grasslands and Shrublands"
"PA1022","Yarlung Tsangpo arid steppe","Palaearctic","Montane Grasslands and Shrublands"
"PA1011","North Tibetan Plateau-Kunlun Mountains alpine desert","Palaearctic","Montane Grasslands and Shrublands"
"NT1006","Northern Andean pßramo","Neotropical","Montane Grasslands and Shrublands"
"AT1008","Ethiopian montane moorlands","Afrotropics","Montane Grasslands and Shrublands"
"AT1002","Angolan Scarp savanna and woodlands","Afrotropics","Montane Grasslands and Shrublands"
"NT1008","Southern Andean steppe","Neotropical","Montane Grasslands and Shrublands"
"AA1002","Central Range sub-alpine grasslands","Australasia","Montane Grasslands and Shrublands"
"IM1001","Kinabalu montane alpine meadows","Indo-Malay","Montane Grasslands and Shrublands"
"AT1010","Jos Plateau forest-grassland mosaic","Afrotropics","Montane Grasslands and Shrublands"
"PA1009","Kuh Rud and Eastern Iran montane woodlands","Palaearctic","Montane Grasslands and Shrublands"
"NT1007","Santa Marta pßramo","Neotropical","Montane Grasslands and Shrublands"
"PA1005","Hindu Kush alpine meadow","Palaearctic","Montane Grasslands and Shrublands"
"PA1002","Central Tibetan Plateau alpine steppe","Palaearctic","Montane Grasslands and Shrublands"
"PA1020","Tibetan Plateau alpine shrub and meadows","Palaearctic","Montane Grasslands and Shrublands"
"PA1007","Khangai Mountains alpine meadow","Palaearctic","Montane Grasslands and Shrublands"
"PA1010","Mediterranean High Atlas juniper steppe","Palaearctic","Montane Grasslands and Shrublands"
"AT1007","Ethiopian montane grasslands and woodlands","Afrotropics","Montane Grasslands and Shrublands"
"PA1003","Eastern Himalayan alpine shrub and meadows","Palaearctic","Montane Grasslands and Shrublands"
"PA1001","Altai alpine meadow and tundra","Palaearctic","Montane Grasslands and Shrublands"
"PA1004","Ghorat-Hazarajat alpine meadow","Palaearctic","Montane Grasslands and Shrublands"
"AT1003","Drakensberg alti-montane grasslands and woodlands","Afrotropics","Montane Grasslands and Shrublands"
"AT1009","Highveld grasslands","Afrotropics","Montane Grasslands and Shrublands"
"PA1006","Karakoram-West Tibetan Plateau alpine steppe","Palaearctic","Montane Grasslands and Shrublands"
"PA1017","Southeast Tibet shrub and meadows","Palaearctic","Montane Grasslands and Shrublands"
"PA1008","Kopet Dag woodlands and forest steppe","Palaearctic","Montane Grasslands and Shrublands"
"PA1015","Qilian Mountains subalpine meadows","Palaearctic","Montane Grasslands and Shrublands"
"AT1013","Rwenzori-Virunga montane moorlands","Afrotropics","Montane Grasslands and Shrublands"
"PA1013","Ordos Plateau steppe","Palaearctic","Montane Grasslands and Shrublands"
"AT1011","Madagascar ericoid thickets","Afrotropics","Montane Grasslands and Shrublands"
"PA1014","Pamir alpine desert and tundra","Palaearctic","Montane Grasslands and Shrublands"
"AT1012","Maputaland-Pondoland bushland and thickets","Afrotropics","Montane Grasslands and Shrublands"
"AT1015","Southern Rift montane forest-grassland mosaic","Afrotropics","Montane Grasslands and Shrublands"
"PA1016","Sayan Alpine meadows and tundra","Palaearctic","Montane Grasslands and Shrublands"
"PA1018","Sulaiman Range alpine meadows","Palaearctic","Montane Grasslands and Shrublands"
"AT1014","South Malawi montane forest-grassland mosaic","Afrotropics","Montane Grasslands and Shrublands"
"AN1101","Marielandia Antarctic tundra","Antarctia","Tundra"
"NA1118","Torngat Mountain tundra","Nearctic","Tundra"
"NA1116","Ogilvie-MacKenzie alpine tundra","Nearctic","Tundra"
"NA1104","Arctic foothills tundra","Nearctic","Tundra"
"AN1103","Scotia Sea Islands tundra","Antarctia","Tundra"
"AN1104","Southern Indian Ocean Islands tundra","Antarctia","Tundra"
"NA1105","Baffin coastal tundra","Nearctic","Tundra"
"NA1103","Arctic coastal tundra","Nearctic","Tundra"
"NA1102","Aleutian Islands tundra","Nearctic","Tundra"
"AN1102","Maudlandia Antarctic desert","Antarctia","Tundra"
"NA1113","Kalaallit Nunaat low arctic tundra","Nearctic","Tundra"
"NA1114","Low Arctic tundra","Nearctic","Tundra"
"NA1117","Pacific Coastal Mountain icefields and tundra","Nearctic","Tundra"
"PA1101","Arctic desert","Palaearctic","Tundra"
"PA1113","Wrangel Island arctic desert","Palaearctic","Tundra"
"NA1112","Kalaallit Nunaat high arctic tundra","Nearctic","Tundra"
"PA1110","Scandinavian Montane Birch forest and grasslands","Palaearctic","Tundra"
"PA1114","Yamal-Gydan tundra","Palaearctic","Tundra"
"NA1101","Alaska-St. Elias Range tundra","Nearctic","Tundra"
"PA1108","Northwest Russian-Novaya Zemlya tundra","Palaearctic","Tundra"
"NA1108","Brooks-British Range tundra","Nearctic","Tundra"
"NA1115","Middle Arctic tundra","Nearctic","Tundra"
"NA1106","Beringia lowland tundra","Nearctic","Tundra"
"PA1112","Trans-Baikal Bald Mountain tundra","Palaearctic","Tundra"
"AA1101","Antipodes Subantarctic Islands tundra","Australasia","Tundra"
"NA1109","Davis Highlands tundra","Nearctic","Tundra"
"NA1111","Interior Yukon-Alaska alpine tundra","Nearctic","Tundra"
"NA1110","High Arctic tundra","Nearctic","Tundra"
"PA1107","Northeast Siberian coastal tundra","Palaearctic","Tundra"
"PA1109","Novosibirsk Islands arctic desert","Palaearctic","Tundra"
"PA1111","Taimyr-Central Siberian tundra","Palaearctic","Tundra"
"PA1106","Kola Peninsula tundra","Palaearctic","Tundra"
"PA1104","Chukchi Peninsula tundra","Palaearctic","Tundra"
"PA1102","Bering tundra","Palaearctic","Tundra"
"NA1107","Beringia upland tundra","Nearctic","Tundra"
"PA1105","Kamchatka Mountain tundra and forest tundra","Palaearctic","Tundra"
"PA1103","Cherskii-Kolyma mountain tundra","Palaearctic","Tundra"
"NA1203","California montane chaparral and woodlands","Nearctic","Mediterranean Forests, Woodlands, and Scrub"
"AT1203","Montane fynbos and renosterveld","Afrotropics","Mediterranean Forests, Woodlands, and Scrub"
"PA1219","Southeastern Iberian shrubs and woodlands","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1207","Eastern Mediterranean conifer-sclerophyllous-broadleaf forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"AA1209","Southwest Australia savanna","Australasia","Mediterranean Forests, Woodlands, and Scrub"
"NA1202","California interior chaparral and woodlands","Nearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1217","Pindus Mountains mixed forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1218","South Appenine mixed montane forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"AA1208","Naracoorte woodlands","Australasia","Mediterranean Forests, Woodlands, and Scrub"
"AA1210","Southwest Australia woodlands","Australasia","Mediterranean Forests, Woodlands, and Scrub"
"PA1204","Corsican montane broadleaf and mixed forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"NA1201","California coastal sage and chaparral","Nearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1202","Anatolian conifer and deciduous mixed forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"AA1204","Jarrah-Karri forest and shrublands","Australasia","Mediterranean Forests, Woodlands, and Scrub"
"AA1205","Swan Coastal Plain Scrub and Woodlands","Australasia","Mediterranean Forests, Woodlands, and Scrub"
"PA1206","Cyprus Mediterranean forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"AA1207","Murray-Darling woodlands and mallee","Australasia","Mediterranean Forests, Woodlands, and Scrub"
"PA1214","Mediterranean woodlands and forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1216","Northwest Iberian montane forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"AT1202","Lowland fynbos and renosterveld","Afrotropics","Mediterranean Forests, Woodlands, and Scrub"
"PA1201","Aegean and Western Turkey sclerophyllous and mixed forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"NT1201","Chilean matorral","Neotropical","Mediterranean Forests, Woodlands, and Scrub"
"AA1201","Coolgardie woodlands","Australasia","Mediterranean Forests, Woodlands, and Scrub"
"PA1203","Canary Islands dry woodlands and forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1220","Southern Anatolian montane conifer and deciduous forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1212","Mediterranean acacia-argania dry woodlands and succulent thickets","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1213","Mediterranean dry woodlands and steppe","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"AA1203","Eyre and York mallee","Australasia","Mediterranean Forests, Woodlands, and Scrub"
"AA1206","Mount Lofty woodlands","Australasia","Mediterranean Forests, Woodlands, and Scrub"
"PA1221","Southwest Iberian Mediterranean sclerophyllous and mixed forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1205","Crete Mediterranean forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1215","Northeastern Spain and Southern France Mediterranean forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1208","Iberian conifer forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1211","Italian sclerophyllous and semi-deciduous forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1210","Illyrian deciduous forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"AT1201","Albany thickets","Afrotropics","Mediterranean Forests, Woodlands, and Scrub"
"AA1202","Esperance mallee","Australasia","Mediterranean Forests, Woodlands, and Scrub"
"PA1209","Iberian sclerophyllous and semi-deciduous forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"PA1222","Tyrrhenian-Adriatic sclerophyllous and mixed forests","Palaearctic","Mediterranean Forests, Woodlands, and Scrub"
"AT1314","Nama Karoo","Afrotropics","Deserts and Xeric Shrublands"
"NT1304","Caatinga","Neotropical","Deserts and Xeric Shrublands"
"AT1313","Masai xeric grasslands and shrublands","Afrotropics","Deserts and Xeric Shrublands"
"PA1322","Paropamisus xeric woodlands","Palaearctic","Deserts and Xeric Shrublands"
"IM1302","Indus Valley desert","Indo-Malay","Deserts and Xeric Shrublands"
"AT1312","Madagascar succulent woodlands","Afrotropics","Deserts and Xeric Shrublands"
"AT1301","Aldabra Island xeric scrub","Afrotropics","Deserts and Xeric Shrublands"
"PA1321","North Saharan steppe and woodlands","Palaearctic","Deserts and Xeric Shrublands"
"AT1304","Eritrean coastal desert","Afrotropics","Deserts and Xeric Shrublands"
"NT1306","Cuban cactus scrub","Neotropical","Deserts and Xeric Shrublands"
"AT1311","Madagascar spiny thickets","Afrotropics","Deserts and Xeric Shrublands"
"NT1303","Atacama desert","Neotropical","Deserts and Xeric Shrublands"
"NA1310","Sonoran desert","Nearctic","Deserts and Xeric Shrublands"
"AT1310","Kaokoveld desert","Afrotropics","Deserts and Xeric Shrublands"
"NT1305","Caribbean shrublands","Neotropical","Deserts and Xeric Shrublands"
"IM1304","Thar desert","Indo-Malay","Deserts and Xeric Shrublands"
"AT1303","East Saharan montane xeric woodlands","Afrotropics","Deserts and Xeric Shrublands"
"PA1307","Baluchistan xeric woodlands","Palaearctic","Deserts and Xeric Shrublands"
"AT1309","Kalahari xeric savanna","Afrotropics","Deserts and Xeric Shrublands"
"NT1301","Araya and Paria xeric scrub","Neotropical","Deserts and Xeric Shrublands"
"PA1325","Red Sea Nubo-Sindian tropical desert and semi-desert","Palaearctic","Deserts and Xeric Shrublands"
"PA1320","Mesopotamian shrub desert","Palaearctic","Deserts and Xeric Shrublands"
"PA1306","Badghyz and Karabil semi-desert","Palaearctic","Deserts and Xeric Shrublands"
"IM1303","Northwestern thorn scrub forests","Indo-Malay","Deserts and Xeric Shrublands"
"AT1316","Namibian savanna woodlands","Afrotropics","Deserts and Xeric Shrublands"
"PA1326","Registan-North Pakistan sandy desert","Palaearctic","Deserts and Xeric Shrublands"
"AT1305","Ethiopian xeric grasslands and shrublands","Afrotropics","Deserts and Xeric Shrublands"
"AT1315","Namib desert","Afrotropics","Deserts and Xeric Shrublands"
"AT1321","Southwestern Arabian montane woodlands","Afrotropics","Deserts and Xeric Shrublands"
"AT1322","Succulent Karoo","Afrotropics","Deserts and Xeric Shrublands"
"NA1307","Meseta Central matorral","Nearctic","Deserts and Xeric Shrublands"
"NA1308","Mojave desert","Nearctic","Deserts and Xeric Shrublands"
"NA1309","Snake-Columbia shrub steppe","Nearctic","Deserts and Xeric Shrublands"
"PA1333","Red Sea coastal desert","Palaearctic","Deserts and Xeric Shrublands"
"AA1309","Tirari-Sturt stony desert","Australasia","Deserts and Xeric Shrublands"
"PA1305","Azerbaijan shrub desert and steppe","Palaearctic","Deserts and Xeric Shrublands"
"PA1323","Persian Gulf desert and semi-desert","Palaearctic","Deserts and Xeric Shrublands"
"AT1302","Arabian Peninsula coastal fog desert","Afrotropics","Deserts and Xeric Shrublands"
"NA1301","Baja California desert","Nearctic","Deserts and Xeric Shrublands"
"NA1302","Central Mexican matorral","Nearctic","Deserts and Xeric Shrublands"
"PA1327","Sahara desert","Palaearctic","Deserts and Xeric Shrublands"
"AT1306","Gulf of Oman desert and semi-desert","Afrotropics","Deserts and Xeric Shrublands"
"AT1307","Hobyo grasslands and shrublands","Afrotropics","Deserts and Xeric Shrublands"
"AA1307","Pilbara shrublands","Australasia","Deserts and Xeric Shrublands"
"NT1315","Sechura desert","Neotropical","Deserts and Xeric Shrublands"
"NT1316","Tehuacßn Valley matorral","Neotropical","Deserts and Xeric Shrublands"
"AA1310","Western Australian Mulga shrublands","Australasia","Deserts and Xeric Shrublands"
"AA1302","Central Ranges xeric scrub","Australasia","Deserts and Xeric Shrublands"
"PA1304","Atlantic coastal desert","Palaearctic","Deserts and Xeric Shrublands"
"NA1312","Tamaulipan mezquital","Nearctic","Deserts and Xeric Shrublands"
"AA1301","Carnarvon xeric shrublands","Australasia","Deserts and Xeric Shrublands"
"AA1306","Nullarbor Plains xeric shrublands","Australasia","Deserts and Xeric Shrublands"
"AT1318","Socotra Island xeric shrublands","Afrotropics","Deserts and Xeric Shrublands"
"AT1319","Somali montane xeric woodlands","Afrotropics","Deserts and Xeric Shrublands"
"AT1320","Southwestern Arabian foothills savanna","Afrotropics","Deserts and Xeric Shrublands"
"PA1319","Kopet Dag semi-desert","Palaearctic","Deserts and Xeric Shrublands"
"PA1316","Great Lakes Basin desert steppe","Palaearctic","Deserts and Xeric Shrublands"
"PA1317","Junggar Basin semi-desert","Palaearctic","Deserts and Xeric Shrublands"
"PA1318","Kazakh semi-desert","Palaearctic","Deserts and Xeric Shrublands"
"PA1308","Caspian lowland desert","Palaearctic","Deserts and Xeric Shrublands"
"PA1324","Qaidam Basin semi-desert","Palaearctic","Deserts and Xeric Shrublands"
"NT1307","Galßpagos Islands scrubland mosaic","Neotropical","Deserts and Xeric Shrublands"
"NA1311","Tamaulipan matorral","Nearctic","Deserts and Xeric Shrublands"
"NT1309","La Costa xeric shrublands","Neotropical","Deserts and Xeric Shrublands"
"PA1328","South Iran Nubo-Sindian desert and semi-desert","Palaearctic","Deserts and Xeric Shrublands"
"PA1329","South Saharan steppe and woodlands","Palaearctic","Deserts and Xeric Shrublands"
"NT1308","Guajira-Barranquilla xeric scrub","Neotropical","Deserts and Xeric Shrublands"
"PA1331","Tibesti-Jebel Uweinat montane xeric woodlands","Palaearctic","Deserts and Xeric Shrublands"
"PA1332","West Saharan montane xeric woodlands","Palaearctic","Deserts and Xeric Shrublands"
"NA1313","Wyoming Basin shrub steppe","Nearctic","Deserts and Xeric Shrublands"
"PA1330","Taklimakan desert","Palaearctic","Deserts and Xeric Shrublands"
"PA1311","Central Asian riparian woodlands","Palaearctic","Deserts and Xeric Shrublands"
"PA1312","Central Asian southern desert","Palaearctic","Deserts and Xeric Shrublands"
"AA1305","Great Victoria desert","Australasia","Deserts and Xeric Shrublands"
"PA1310","Central Asian northern desert","Palaearctic","Deserts and Xeric Shrublands"
"NT1313","Paraguana xeric scrub","Neotropical","Deserts and Xeric Shrublands"
"NT1314","San Lucan xeric scrub","Neotropical","Deserts and Xeric Shrublands"
"AA1308","Simpson desert","Australasia","Deserts and Xeric Shrublands"
"NT1312","Motagua Valley thornscrub","Neotropical","Deserts and Xeric Shrublands"
"PA1315","Gobi Lakes Valley desert steppe","Palaearctic","Deserts and Xeric Shrublands"
"IM1301","Deccan thorn scrub forests","Indo-Malay","Deserts and Xeric Shrublands"
"NA1306","Gulf of California xeric scrub","Nearctic","Deserts and Xeric Shrublands"
"PA1309","Central Afghan Mountains xeric woodlands","Palaearctic","Deserts and Xeric Shrublands"
"AA1303","Gibson desert","Australasia","Deserts and Xeric Shrublands"
"NA1304","Colorado Plateau shrublands","Nearctic","Deserts and Xeric Shrublands"
"PA1301","Afghan Mountains semi-desert","Palaearctic","Deserts and Xeric Shrublands"
"PA1313","Central Persian desert basins","Palaearctic","Deserts and Xeric Shrublands"
"NA1305","Great Basin shrub steppe","Nearctic","Deserts and Xeric Shrublands"
"NA1303","Chihuahuan desert","Nearctic","Deserts and Xeric Shrublands"
"NT1311","Malpelo Island xeric scrub","Neotropical","Deserts and Xeric Shrublands"
"PA1303","Arabian Desert and East Sahero-Arabian xeric shrublands","Palaearctic","Deserts and Xeric Shrublands"
"AA1304","Great Sandy-Tanami desert","Australasia","Deserts and Xeric Shrublands"
"PA1302","Alashan Plateau semi-desert","Palaearctic","Deserts and Xeric Shrublands"
"PA1314","Eastern Gobi desert steppe","Palaearctic","Deserts and Xeric Shrublands"
